City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,whitehorse,60.7161,-135.0538,5.01,86,100,4.63,CA,1728513765
83,okha,53.5739,142.9478,5.15,72,12,5.26,RU,1728513766
84,dudinka,69.4058,86.1778,-7.93,89,94,9.31,RU,1728513767
85,at taj,24.2049,23.2857,25.98,26,0,4.54,LY,1728513768
86,meulaboh,4.1363,96.1285,24.14,94,100,1.66,ID,1728513769
87,uba,-21.12,-42.9428,20.97,92,93,5.72,BR,1728513771
88,guerrero negro,27.9769,-114.0611,24.28,62,10,6.53,MX,1728513772
89,inirida,3.8653,-67.9239,27.94,73,78,0.49,CO,1728513773
90,vanimo,-2.6741,141.3028,28.43,70,90,2.9,PG,1728513775
91,hithadhoo,-0.6,73.0833,27.35,79,100,8.63,MV,1728513776
92,port mathurin,-19.6833,63.4167,23.0,88,85,10.09,MU,1728513777
93,dickson,36.077,-87.3878,23.11,33,0,3.6,US,1728513778
94,shingu,33.7333,135.9833,19.5,78,100,2.16,JP,1728513779
95,dingwall,57.5953,-4.4272,3.99,86,52,1.87,GB,1728513780
96,tucumcari,35.1717,-103.725,30.91,14,0,2.06,US,1728513781
97,howrah,22.5892,88.3103,25.0,94,40,0.0,IN,1728513782
98,ghat,24.9647,10.1728,30.49,19,7,1.35,LY,1728513783
99,kirkuk,35.4681,44.3922,25.07,17,0,1.25,IQ,1728513785
100,bata,1.8639,9.7658,25.48,86,100,1.39,GQ,1728513786
101,chonchi,-42.6128,-73.8092,12.84,89,67,1.11,CL,1728513787
102,bikenibeu village,1.3673,173.1241,30.98,66,20,4.63,KI,1728513788
103,les anglais,18.3054,-74.2197,27.01,83,70,3.18,HT,1728513789
104,mansa,29.9833,75.3833,23.36,45,27,1.81,IN,1728513790
105,aasiaat,68.7098,-52.8699,0.79,95,100,2.88,GL,1728513791
106,bethel,41.3712,-73.414,15.31,54,54,2.17,US,1728513707
107,nizao,18.25,-70.2,27.88,78,50,2.3,DO,1728513793
108,codrington,-38.2667,141.9667,13.66,60,40,7.46,AU,1728513794
109,praia da vitoria,38.7333,-27.0667,24.14,88,40,3.15,PT,1728513795
110,ancud,-41.8697,-73.8203,10.39,89,8,3.82,CL,1728513797
111,walvis bay,-22.9575,14.5053,13.97,72,2,4.44,NA,1728513798
112,comandante fontana,-25.3345,-59.6821,19.82,93,74,2.47,AR,1728513799
113,kimbe,-5.5502,150.1429,29.97,66,36,0.45,PG,1728513801
114,bokovskaya,49.229,41.8306,9.17,83,2,2.04,RU,1728513802
115,puerto baquerizo moreno,-0.9,-89.6,23.55,94,20,8.75,EC,1728513675
116,papatowai,-46.5619,169.4708,10.28,61,88,4.73,NZ,1728513804
117,petropavlovsk-kamchatsky,53.0452,158.6483,5.33,52,0,5.0,RU,1728513805
118,san patricio,28.017,-97.5169,31.97,24,0,2.66,US,1728513806
119,xique xique,-10.8217,-42.7311,29.34,42,53,2.22,BR,1728513807
120,talnakh,69.4865,88.3972,-8.12,82,76,5.0,RU,1728513809
121,newport,51.5877,-2.9984,13.03,86,99,7.26,GB,1728513810
122,necochea,-38.5473,-58.7368,12.83,71,81,7.06,AR,1728513764
123,bilibino,68.0546,166.4372,-6.22,87,99,2.12,RU,1728513812
124,registro,-24.4875,-47.8436,20.0,92,100,2.13,BR,1728513813
125,kodinsk,58.6881,99.1844,-0.26,89,100,4.66,RU,1728513814
126,ebon,4.582,168.6964,28.73,71,18,4.71,MH,1728513815
127,anchorage,61.2181,-149.9003,7.19,69,100,3.6,US,1728513774
128,suva,-18.1416,178.4415,27.71,74,75,4.63,FJ,1728513817
129,baiti,13.745,-14.7482,22.73,96,100,1.33,SN,1728513818
130,nabire,-3.3667,135.4833,27.07,81,87,0.86,ID,1728513819
131,sarmiento,-45.5882,-69.07,18.9,25,95,10.16,AR,1728513821
132,belmonte,-15.8631,-38.8828,24.93,82,44,4.87,BR,1728513822
133,dhromolaxia,34.8755,33.5868,22.07,77,0,1.54,CY,1728513823
134,caucete,-31.6518,-68.2811,12.57,83,100,1.95,AR,1728513824
135,ixtapa,20.7,-105.2,29.57,74,75,4.12,MX,1728513825
136,harstad,68.799,16.5293,7.31,84,100,7.15,NO,1728513826
137,redencao,-4.2258,-38.7306,22.86,87,26,1.74,BR,1728513827
138,atafu village,-8.5421,-172.5159,28.3,72,45,5.32,TK,1728513828
139,susuman,62.7833,148.1667,-14.11,95,99,1.01,RU,1728513829
140,opuwo,-18.0607,13.84,22.06,28,3,2.56,NA,1728513831
141,kone,-21.0595,164.8658,29.16,39,25,1.42,NC,1728513833
142,pacific grove,36.6177,-121.9166,19.82,92,40,3.6,US,1728513834
143,gargalianoi,37.0667,21.6333,18.33,83,60,1.09,GR,1728513835
144,cockburn town,21.4612,-71.1419,29.71,74,96,3.54,TC,1728513836
145,reggane,26.7158,0.1714,33.76,22,24,1.72,DZ,1728513837
146,carutapera,-1.195,-46.02,25.82,84,83,3.67,BR,1728513838
147,luderitz,-26.6481,15.1594,12.85,79,0,1.08,NA,1728513839
148,arar,30.9753,41.0381,24.01,15,0,0.0,SA,1728513840
149,castillos,-34.1667,-53.8333,13.26,80,100,4.48,UY,1728513841
150,shibganj,24.6829,88.1598,26.05,84,50,2.36,BD,1728513842
151,thompson,55.7435,-97.8558,13.09,58,40,2.06,CA,1728513843
152,bentong town,3.5167,101.9,24.29,97,100,0.28,MY,1728513845
153,gizo,-8.103,156.8419,28.51,72,84,2.17,SB,1728513846
154,afaahiti,-17.75,-149.2833,23.31,87,100,8.59,PF,1728513847
155,aflou,34.1128,2.1023,19.89,35,7,2.03,DZ,1728513848
156,monte alegre,-2.0078,-54.0692,29.83,44,94,2.37,BR,1728513849
157,awash,8.9833,40.1667,23.6,57,39,2.37,ET,1728513850
158,tralee,52.2704,-9.7026,8.69,79,88,4.62,IE,1728513672
159,crane,31.3974,-102.3501,31.88,16,1,6.31,US,1728513852
160,thinadhoo,0.5333,72.9333,28.36,75,99,10.14,MV,1728513853
161,dara,15.3484,-15.4799,27.07,75,99,1.49,SN,1728513854
162,vysokiy,58.35,60.05,-1.44,94,100,4.54,RU,1728513855
163,vincennes,48.85,2.4333,13.26,98,100,6.69,FR,1728513857
164,la'ie,21.6477,-157.9253,29.66,71,13,1.79,US,1728513858
165,devin,41.7433,24.4,11.45,93,11,1.21,BG,1728513859
166,avarua,-21.2078,-159.775,26.03,61,40,8.23,CK,1728513860
167,thurles,52.6819,-7.8022,8.55,91,81,4.49,IE,1728513861
168,nogales,31.3086,-110.9422,32.76,11,0,5.66,MX,1728513862
169,touros,-5.1989,-35.4608,25.17,76,15,5.4,BR,1728513863
170,turiacu,-1.6633,-45.3717,25.03,86,78,2.77,BR,1728513864
171,ketchikan,55.3422,-131.6461,10.99,87,100,4.12,US,1728513865
172,antofagasta,-23.65,-70.4,16.6,77,11,0.23,CL,1728513814
173,ataq,14.5377,46.8319,21.63,77,1,2.34,YE,1728513867
174,olonkinbyen,70.9221,-8.7187,0.08,71,28,7.61,SJ,1728513869
175,horta,38.5333,-28.6333,21.68,92,57,0.45,PT,1728513870
176,skeldon,5.8833,-57.1333,27.42,75,26,3.9,GY,1728513871
177,maralal,1.0968,36.698,16.49,61,95,3.48,KE,1728513872
178,hengchun,22.0042,120.7439,25.61,79,15,5.58,TW,1728513873
179,nurota,40.5614,65.6886,19.44,23,84,5.87,UZ,1728513874
180,port lincoln,-34.7333,135.8667,14.01,58,0,7.67,AU,1728513875
181,bubaque,11.2833,-15.8333,26.71,83,99,4.05,GW,1728513876
182,college,64.8569,-147.8028,0.25,84,100,3.09,US,1728513877
183,marsa alam,25.0757,34.8918,27.79,44,0,3.12,EG,1728513878
184,sao jose da coroa grande,-8.8978,-35.1478,24.62,82,69,5.65,BR,1728513880
185,xilin hot,43.9667,116.0333,2.11,45,0,6.26,CN,1728513881
186,morant bay,17.8815,-76.4093,27.99,82,65,1.88,JM,1728513882
187,tocoa,15.6833,-86.0,28.79,82,92,1.66,HN,1728513883
188,tokar,18.4254,37.729,27.77,76,1,1.29,SD,1728513884
189,ambon,-3.6954,128.1814,28.26,95,40,1.54,ID,1728513885
190,kerikeri,-35.2268,173.9474,15.87,44,100,1.57,NZ,1728513886
191,taulaga,-11.0553,-171.0883,27.43,78,44,4.45,AS,1728513887
192,kibondo,-3.5864,30.7203,16.04,91,65,1.5,TZ,1728513888
193,vengerovo,55.6848,76.7471,0.7,70,100,3.76,RU,1728513889
194,sidi ifni,29.3797,-10.173,19.4,85,28,3.29,MA,1728513891
195,zilair,52.2332,57.4392,10.89,74,100,1.96,RU,1728513892
196,helong,42.5397,128.9972,9.24,86,100,1.88,CN,1728513893
197,barvinkove,48.9097,37.0205,12.43,52,64,2.68,UA,1728513831
198,szczytno,53.5626,20.9875,13.96,100,100,2.06,PL,1728513895
199,georgetown,5.4112,100.3354,25.96,87,20,1.54,MY,1728513896
200,othello,46.826,-119.1753,21.27,35,100,4.25,US,1728513897
201,klyuchi,52.2667,79.1667,8.14,54,99,4.46,RU,1728513898
202,oxapampa,-10.5775,-75.4017,16.21,98,82,0.77,PE,1728513899
203,stanley,54.868,-1.6985,6.82,89,40,6.69,GB,1728513900
204,flin flon,54.7682,-101.865,16.91,55,40,3.6,CA,1728513902
205,bayramaly,37.6185,62.1671,18.86,33,4,2.43,TM,1728513903
206,fort bragg,35.139,-79.006,21.01,63,0,1.54,US,1728513904
207,saint-philippe,-21.3585,55.7679,21.21,72,80,5.31,RE,1728513905
208,nouadhibou,20.931,-17.0347,23.99,69,3,8.23,MR,1728513906
209,hilo,19.7297,-155.09,28.95,71,0,5.14,US,1728513686
210,coquimbo,-29.9533,-71.3436,14.85,78,20,6.17,CL,1728513620
211,lamesa,32.7376,-101.951,30.81,15,0,5.31,US,1728513909
212,kushiro,42.975,144.3747,10.53,81,0,3.6,JP,1728513910
213,laguna,38.421,-121.4238,31.14,33,0,3.6,US,1728513795
214,phan rang-thap cham,11.5667,108.9833,24.06,84,19,1.78,VN,1728513913
215,vila velha,-20.3297,-40.2925,25.97,92,75,4.12,BR,1728513655
216,port alfred,-33.5906,26.891,19.93,88,59,4.7,ZA,1728513915
217,galle,6.0367,80.217,25.54,87,100,3.42,LK,1728513833
218,iskateley,67.6803,53.1512,-2.1,73,8,0.72,RU,1728513917
219,belyy yar,53.6039,91.3903,-0.06,69,20,0.0,RU,1728513918
220,pochinok,54.4068,32.4407,7.5,93,36,4.54,RU,1728513919
221,gaigeturi,33.4644,126.3183,19.03,82,100,4.12,KR,1728513920
222,charters towers,-20.1,146.2667,25.4,69,61,4.46,AU,1728513921
223,zhob,31.3411,69.4481,19.58,36,0,1.52,PK,1728513923
224,guayaramerin,-10.8368,-65.3614,27.11,71,94,1.91,BO,1728513924
225,east london,-33.0153,27.9116,20.64,73,19,4.01,ZA,1728513904
226,morrope,-6.5417,-80.0111,18.8,76,43,7.5,PE,1728513927
227,sfizef,35.2346,-0.2444,19.53,64,66,1.49,DZ,1728513928
228,ust-nera,64.5667,143.2,-8.62,87,25,1.66,RU,1728513929
229,maragogi,-9.0122,-35.2225,24.25,82,46,4.91,BR,1728513930
230,kunming,25.0389,102.7183,12.96,100,100,2.0,CN,1728513931
231,hanceville,34.0607,-86.7675,24.95,47,0,2.11,US,1728513932
232,weno,7.4515,151.8468,29.97,79,40,0.0,FM,1728513934
233,sao vicente,-23.9631,-46.3919,19.97,26,100,3.58,BR,1728513935
234,port elizabeth,-33.918,25.5701,17.4,97,100,3.09,ZA,1728513936
235,lodja,-3.4833,23.4333,19.72,95,69,0.6,CD,1728513937
236,chernolesskoye,44.7156,43.7133,14.56,52,0,2.31,RU,1728513938
237,queenstown,-31.8976,26.8753,17.31,41,64,1.32,ZA,1728513939
238,sena madureira,-9.0656,-68.6569,23.29,100,95,1.93,BR,1728513940
239,lerwick,60.1545,-1.1494,6.86,60,76,10.61,GB,1728513941
240,afif,23.9065,42.9172,23.92,14,2,4.75,SA,1728513942
241,as sulayyil,20.4607,45.5779,24.91,19,2,1.56,SA,1728513943
242,sept-iles,50.2001,-66.3821,8.29,95,75,2.57,CA,1728513945
243,sao lourenco do sul,-31.3653,-51.9783,17.27,74,100,7.53,BR,1728513946
244,happy valley-goose bay,53.3168,-60.3315,8.17,81,100,3.6,CA,1728513833
245,troy,42.6056,-83.1499,16.49,51,0,2.57,US,1728513703
246,sinabang,2.4803,96.3801,25.71,85,100,2.55,ID,1728513950
247,nadym,65.5333,72.5167,-2.56,84,80,7.91,RU,1728513951
248,fisterra,42.9049,-9.2629,16.46,81,2,4.99,ES,1728513952
249,hillsborough,37.5741,-122.3794,21.89,74,75,7.2,US,1728513953
250,akrehamn,59.2667,5.1833,9.46,85,100,16.81,NO,1728513954
251,mezhdurechenskiy,59.6,65.9333,-1.77,65,100,2.8,RU,1728513955
252,uravakonda,14.95,77.2667,22.39,95,100,3.98,IN,1728513957
253,eraan,9.0629,117.7016,26.58,86,1,1.3,PH,1728513958
254,lethbridge,49.7,-112.8186,23.27,37,75,2.06,CA,1728513959
255,ammon,43.4696,-111.9666,27.21,22,0,7.2,US,1728513960
256,paulden,34.8856,-112.4682,32.03,14,65,4.92,US,1728513961
257,regina,50.4501,-104.6178,22.99,30,75,5.66,CA,1728513962
258,la passe,45.5549,-0.8967,15.47,83,55,7.11,FR,1728513963
259,penzance,50.1186,-5.5371,12.38,80,38,9.02,GB,1728513964
260,kavaratti,10.5669,72.642,26.3,88,100,9.14,IN,1728513965
261,channahon,41.4295,-88.2287,21.09,55,0,4.63,US,1728513968
262,constantia,44.1833,28.65,16.5,60,100,4.26,RO,1728513802
263,kupang,-10.1667,123.5833,29.32,70,20,2.06,ID,1728513964
264,ko pha ngan,9.7578,100.0291,24.38,73,99,1.28,TH,1728513971
265,san ignacio de velasco,-16.3667,-60.95,30.74,38,81,0.88,BO,1728513972
266,alice springs,-23.7,133.8833,23.75,23,0,2.06,AU,1728513973
267,nemuro,43.3236,145.575,13.1,66,19,7.92,JP,1728513974
268,hasaki,35.7333,140.8333,20.46,70,97,12.48,JP,1728513975
269,shahrud,36.4182,54.9763,15.01,51,0,1.09,IR,1728513976
270,rabo de peixe,37.8,-25.5833,21.73,88,20,2.57,PT,1728513977
271,arvika,59.6553,12.5852,10.91,97,100,1.72,SE,1728513979
272,tolanaro,-25.0319,46.9987,22.04,83,40,8.23,MG,1728513980
273,santana,-0.0583,-51.1817,30.1,70,20,5.66,BR,1728513981
274,nova sintra,14.8667,-24.7167,26.74,80,7,8.05,CV,1728513982
275,qoryooley,1.7878,44.53,23.9,82,100,5.68,SO,1728513983
276,ibiruba,-28.6275,-53.0897,16.17,95,100,7.46,BR,1728513984
277,nantucket,41.2835,-70.0995,14.06,67,40,6.17,US,1728513985
278,suoyarvi,62.0833,32.35,1.51,84,100,6.85,RU,1728513986
279,pimentel,-6.8367,-79.9342,20.16,73,0,10.8,PE,1728513989
280,bhamo,24.2667,97.2333,21.33,99,53,0.42,MM,1728513990
281,haiku-pauwela,20.9219,-156.3051,28.47,69,40,9.83,US,1728513991
282,hirara,24.8,125.2833,25.15,88,40,4.63,JP,1728513992
283,bugene,-1.5911,31.1403,15.35,86,14,0.98,TZ,1728513993
284,mamou,10.5,-12.0,19.99,96,100,0.42,GN,1728513994
285,jinghong,21.991,100.7341,20.21,95,93,0.35,CN,1728513995
286,motueka,-41.1333,173.0167,12.83,77,60,1.72,NZ,1728513996
287,centar zupa,41.4681,20.5589,14.19,89,100,0.95,MK,1728513997
288,la ronge,55.1001,-105.2842,15.12,41,75,5.66,CA,1728513998
289,prado,-17.3411,-39.2208,25.12,82,52,6.99,BR,1728513999
290,markaz-e hukumat-e darweshan,31.1323,64.1934,18.64,26,0,0.73,AF,1728514001
291,neftekamsk,56.092,54.2703,3.91,76,100,6.9,RU,1728514002
292,gebeit,21.0667,36.3167,26.37,37,4,1.34,SD,1728514004
293,tyuratam,45.6507,63.3156,17.69,23,99,3.17,KZ,1728514005
294,tegina,10.0706,6.1906,23.71,91,92,1.82,NG,1728514006
295,dumka,24.2667,87.25,25.89,74,91,1.22,IN,1728514007
296,tazovsky,67.4667,78.7,-4.31,91,100,11.05,RU,1728513795
297,chibougamau,49.9168,-74.3659,4.79,93,100,2.57,CA,1728514009
298,ciudad lazaro cardenas,17.9583,-102.2,27.93,78,87,1.68,MX,1728513716
299,brisas de zicatela,15.8369,-97.0419,30.29,74,75,3.09,MX,1728514012
300,lodwar,3.1191,35.5973,30.97,33,59,5.3,KE,1728514013
301,rimouski,48.4488,-68.524,10.1,73,25,3.34,CA,1728514007
302,bandarbeyla,9.4942,50.8122,25.28,89,37,6.8,SO,1728514015
303,mossel bay,-34.1831,22.146,16.96,94,71,3.29,ZA,1728514016
304,palikir - national government center,6.9248,158.1611,31.41,66,75,1.54,FM,1728514017
305,sur,22.5667,59.5289,27.27,66,0,4.91,OM,1728514018
306,angaur state,6.906,134.13,28.61,73,61,1.35,PW,1728514019
307,nuriootpa,-34.4833,139.0,14.88,52,0,6.35,AU,1728514020
308,westport,41.1415,-73.3579,17.12,50,70,0.45,US,1728514021
309,keren,15.7778,38.4581,22.1,57,31,2.05,ER,1728514022
310,juquia,-24.3208,-47.6347,19.48,94,100,1.22,BR,1728514024
311,dapa,9.7594,126.0531,27.59,80,37,1.84,PH,1728514025
312,nar'yan-mar,67.6713,53.087,-2.14,73,8,0.83,RU,1728514026
313,murbad,19.25,73.4,24.7,90,100,0.58,IN,1728514027
314,ola,59.5833,151.2833,-3.3,55,0,2.46,RU,1728514029
315,hailun,47.45,126.9333,11.33,55,100,8.35,CN,1728514030
316,fort-shevchenko,44.5086,50.263,18.0,68,31,7.42,KZ,1728514033
317,cacapava,-23.1008,-45.7069,20.49,82,83,1.71,BR,1728514034
318,broome,42.2506,-75.833,12.04,63,100,3.13,US,1728514035
319,tamalpais valley,37.8796,-122.5458,21.73,79,100,4.02,US,1728514036
320,bantay,17.5847,120.3892,26.11,83,99,1.61,PH,1728514037
321,banes,20.9625,-75.7186,28.9,72,95,2.68,CU,1728514038
322,sabang,5.8933,95.3214,27.76,76,100,3.9,ID,1728514039
323,hermanus,-34.4187,19.2345,14.33,93,100,1.35,ZA,1728514040
324,kapuskasing,49.4169,-82.4331,7.05,87,75,4.12,CA,1728514041
325,kyaikkami,16.08,97.5675,26.33,84,84,3.12,MM,1728514042
326,mount darwin,-16.7725,31.5838,14.43,56,0,1.46,ZW,1728514043
327,ostersund,63.1792,14.6357,7.56,95,100,1.54,SE,1728514045
328,acapulco de juarez,16.8634,-99.8901,29.9,74,75,3.09,MX,1728513792
329,saguenay,48.4168,-71.0657,10.46,56,75,2.57,CA,1728513932
330,savanna-la-mar,18.219,-78.1332,28.85,86,69,3.02,JM,1728514048
331,coalinga,36.1397,-120.3602,33.36,17,4,2.03,US,1728514049
332,alofi,-19.0595,-169.9187,27.94,65,75,6.17,NU,1728514050
333,kauhajoki,62.4333,22.1833,6.73,93,100,4.47,FI,1728514051
334,mahina,-17.5065,-149.489,26.87,74,0,4.12,PF,1728514052
335,jackson,42.4165,-122.8345,24.84,45,0,5.66,US,1728514053
336,vadso,70.0744,29.7487,5.09,65,20,8.75,NO,1728514054
337,monrovia,6.3005,-10.7969,25.8,87,14,3.62,LR,1728514057
338,gobabis,-22.45,18.9667,21.91,18,97,4.83,NA,1728514058
339,niamey,13.5137,2.1098,32.16,58,0,2.57,NE,1728514059
340,margate,51.3813,1.3862,13.26,85,100,0.89,GB,1728513817
341,ponta delgada,37.7333,-25.6667,22.4,88,20,2.57,PT,1728514061
342,rio gallegos,-51.6226,-69.2181,18.03,29,20,15.43,AR,1728514059
343,tres arroyos,-38.3739,-60.2798,14.57,48,100,3.99,AR,1728513804
344,yeppoon,-23.1333,150.7333,21.92,80,5,4.29,AU,1728514064
345,alice town,25.7167,-79.3,29.3,80,100,11.81,BS,1728514066
346,oudtshoorn,-33.5907,22.2014,18.87,80,44,1.44,ZA,1728513954
347,nuuk,64.1835,-51.7216,0.34,93,75,5.14,GL,1728514069
348,bela,25.9333,81.9833,25.4,59,6,1.79,IN,1728514070
349,bamnet narong,15.4992,101.6897,22.67,88,100,4.0,TH,1728514071
350,kunyang,27.6658,120.5658,16.24,84,1,1.63,CN,1728514072
351,usinsk,65.9939,57.5281,-7.05,92,13,2.61,RU,1728514074
352,dryden,49.7833,-92.7503,15.16,31,0,5.14,CA,1728514076
353,el granada,37.5027,-122.4694,22.23,81,100,7.2,US,1728514077
354,ambovombe,-25.1667,46.0833,19.77,88,13,6.25,MG,1728514078
355,revda,56.801,59.9303,-0.33,74,100,6.01,RU,1728514079
356,jaicos,-7.3592,-41.1378,31.77,25,82,2.35,BR,1728514080
357,nyurba,63.2842,118.3319,-6.49,97,100,1.15,RU,1728514081
358,san antonio de pale,-1.4014,5.6325,24.76,83,85,3.41,GQ,1728514082
359,alotau,-10.3069,150.4462,27.79,82,88,1.58,PG,1728514083
360,zaozersk,69.4005,32.4476,1.86,68,100,8.48,RU,1728514084
361,mogocha,53.7333,119.7667,1.36,99,100,0.91,RU,1728514085
362,shchigry,51.8755,36.9043,7.46,90,2,2.05,RU,1728514086
363,new norfolk,-42.7826,147.0587,16.62,71,22,6.54,AU,1728514088
364,santiago de cao,-7.9589,-79.2392,18.07,82,75,5.14,PE,1728514090
365,huilong,31.8111,121.655,16.0,71,76,2.2,CN,1728514091
366,fort mcmurray,56.7268,-111.381,13.73,44,100,5.66,CA,1728514092
